FID,OBJECTID,STATEFP,UNSDLEA,GEOID,NAME,LSAD,LOGRADE,HIGRADE,MTFCC,SDTYP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area,GEOID_Data,GEOID_NUM,FIN_NAME,DIST_NAME,DIST_PLAN,DIST_CODE,DIST_DPFSC,EN_07,EN_08,EN_09,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,F5_NUM_CHG,PPR,PPR MLO,PPR (Includes MLO),MLO Sharing (%),F5_YEAR_GR,POP_TOT,POP_POV,K12_POV,HH_INCOME,ELEM_POP,MIDDLE_POP,HIGH_POP,K12_POP,PERCENT_MINORITY,FRL_PERCENT,ELL_PERCENT,IEP_PERCENT,POV_P,ELEM_QUAL,MIDDLE_QUA,HIGH_QUAL,ELEM_NEED,MI_NEED,HIGH_NEED,Shape__Area,Shape__Length
44,893,8,2520,802520,Branson Reorganized School District 82,0,KG,12,G5420, ,E,1869521091,0,37.1687855,-103.8488087,3.022108872,0.18968186,97000US0802520,802520,BRANSON,BRANSON REORGANIZED 82,Improvement,1750,52,653,513,493,470,438,452,480,450,464,471,19,7230,457,7687,N/A,4.2,155,8,0,36250,16,4,1,21,0.2994,0.168085106,0,0.023354565,0,0,0,12,16,4,-11,2949784563,368406.9155
45,894,8,2550,802550,Briggsdale School District RE-10,0,KG,12,G5420, ,E,1019182638,512315,40.6249825,-104.2870969,1.641041528,0.108519307,97000US0802550,802550,BRIGGSDALE,BRIGGSDALE RE-10,Accredited,3146,68,142,151,161,157,156,162,162,177,173,181,19,13253,1175,14428,N/A,11.7,621,54,14,65625,58,10,69,138,0.1492,0.323353293,0.016574586,0.099447514,0.1014,0,0,67,58,10,2,1771660787,208346.9313
46,895,8,2580,802580,Brighton School District 27J,0,PK,12,G5420, ,E,534356212,15101090,39.9379374,-104.7132425,1.933223231,0.057896346,97000US0802580,802580,BRIGHTON,SCHOOL DISTRICT 27J,Improvement,40,52,12608,13711,14469,15063,15649,16163,16698,17103,17042,17115,952,7386,44,7430,1.02,5.9,82971,4575,1016,80128,8586,4302,4874,17762,0.5329,0.368440101,0.126730938,0.11037102,0.0572,6313,974,2482,2273,3328,2392,935698128.2,236886.0369
47,896,8,2610,802610,Brush School District RE-2J,0,PK,12,G5420, ,E,1102796530,3169639,40.2409499,-103.5268137,1.893635274,0.117069634,97000US0802610,802610,BRUSH,BRUSH RE-2(J),Improvement,2395,52,1552,1530,1486,1510,1501,1547,1564,1518,1484,1543,-4,7870,272,8141,N/A,-0.3,7587,760,172,46790,654,277,436,1367,0.4919,0.610054348,0.137394686,0.104342191,0.1258,0,206,0,654,71,436,1900846321,247062.135
48,897,8,2640,802640,Buena Vista School District R-31,0,PK,12,G5420, ,E,1739099572,3380647,38.8368689,-106.2952552,2.566848879,0.180800314,97000US0802640,802640,BUENA VISTA,BUENA VISTA R-31,Distinction,490,68,1012,992,969,985,1013,994,968,950,1016,998,4,7809,1962,9771,N/A,0.4,7324,595,105,53056,447,252,243,942,0.1693,0.328571429,0.011022044,0.115230461,0.1115,0,242,261,447,10,-18,2876674067,313420.9818
49,898,8,2670,802670,Burlington School District RE-6J,0,PK,12,G5420, ,E,1568329948,837856,39.3216667,-102.2232314,1.948377866,0.163898111,97000US0802670,802670,BURLINGTON,BURLINGTON RE-6J,Improvement,1500,45,776,799,819,830,832,814,828,784,778,775,-39,7886,0,7886,N/A,-4.8,4211,718,238,41207,372,189,219,780,0.449,0.578212291,0.241290323,0.143225806,0.3051,340,208,0,32,-19,219,2625343943,253303.0908
50,899,8,2700,802700,Byers School District 32J,0,PK,12,G5420, ,E,1179673606,16443089,39.8628815,-104.0144084,2.141484395,0.125859447,97000US0802700,802700,BYERS,BYERS 32J,Improvement,190,49,540,523,480,473,494,563,647,2142,3035,3019,2456,7420,121,7541,N/A,436.2,2617,306,60,65554,232,126,160,518,0.4044,0.395637584,0.213315667,0.055647565,0.1158,273,117,141,-41,9,19,2031218629,271467.3687
51,900,8,2730,802730,Calhan School District RJ-1,0,PK,12,G5420, ,E,579318107,429322,39.0662376,-104.2791368,1.442773288,0.060333691,97000US0802730,802730,CALHAN,CALHAN RJ-1,Accredited,970,67,648,627,639,620,526,510,472,463,460,442,-68,8061,0,8061,N/A,-13.3,2954,264,51,52363,204,119,193,515,0.1946,0.485849057,0.004524887,0.140271493,0.099,175,115,152,29,4,41,962855821.2,183973.4984
52,901,8,2760,802760,Campo School District RE-6,0,PK,12,G5420, ,E,990273994,16133,37.064203,-102.5893574,1.595238341,0.100361704,97000US0802760,802760,CAMPO,CAMPO RE-6,Accredited,270,56,48,54,49,58,57,49,44,44,37,39,-10,15237,3093,18330,N/A,-20.4,170,51,0,28333,1,2,6,8,0.1538,N/A,0,0.102564103,0,0,0,0,1,2,6,1559036771,190265.9828
53,902,8,2790,802790,Ca0on City School District RE-1,0,KG,12,G5420, ,E,1704618399,209381,38.5275385,-105.2990143,2.389948014,0.176141919,97000US0802790,802790,CANON CITY,CANON CITY RE-1,Accredited,1140,58,3800,3810,3699,3702,3738,3622,3650,3603,3672,3626,4,7272,0,7272,N/A,0.1,23377,4358,1217,40496,1494,917,1205,3616,0.1983,0.505239934,0.012686156,0.145063431,0.3366,782,896,1037,712,21,168,2790450027,293192.5835
54,903,8,2850,802850,Center School District 26-JT,0,PK,12,G5420, ,E,866897825,1266462,37.8283043,-106.1979474,1.616174192,0.088847939,97000US0802850,802850,CENTER,CENTER 26 JT,Improvement,2810,49,602,576,605,580,612,623,657,649,648,635,12,8828,0,8828,N/A,1.9,3053,903,231,31941,244,116,210,570,0.9055,0.946308725,0.376377953,0.067716535,0.4053,0,121,167,244,-5,43,1394001457,197068.3475
55,904,8,2880,802880,Cheraw School District 31,0,PK,12,G5420, ,E,333481529,9959134,38.1438813,-103.4926705,0.966564709,0.035297218,97000US0802880,802880,CHERAW,CHERAW 31,Accredited,2560,66,197,208,210,219,219,222,231,229,213,216,-6,12238,0,12238,N/A,-2.7,613,27,1,48125,58,15,23,96,0.3009,0.628712871,0,0.106481481,0.0104,0,47,48,58,-32,-25,556184245,120728.0375
56,905,8,2910,802910,Cherry Creek School District 5,0,PK,12,G5420, ,E,280042211,4293873,39.615639,-104.7846505,1.650598177,0.029823261,97000US0802910,802910,CHERRY CREEK,CHERRY CREEK 5,Accredited,130,66,50631,51115,51708,52166,52589,53368,54226,54499,54695,54815,1447,7623,1605,9228,0.51,2.7,291561,23521,4654,74387,25208,13420,17626,56255,0.4672,0.300167649,0.103730731,0.11823406,0.0827,20375,9841,13935,4833,3579,3691,479748680.3,203630.8143
57,906,8,2940,802940,Cheyenne Mountain School District 12,0,PK,12,G5420, ,E,135610472,788317,38.776199,-104.9257621,0.776889315,0.014139793,97000US0802940,802940,CHEYENNE MOUNTAIN,CHEYENNE MOUNTAIN 12,Distinction,1020,83,4851,4643,4578,4561,4612,4651,5127,5148,5104,5224,573,7272,971,8242,N/A,12.3,22638,1342,328,80000,1627,933,1245,3805,0.291,0.1443766,0.03101072,0.091309342,0.0862,2251,1253,1573,-624,-320,-328,224764306.7,94938.47784
58,907,8,3000,803000,Clear Creek School District RE-1,0,PK,12,G5420, ,E,1023554877,3279667,39.6894025,-105.6707833,1.720093311,0.107815436,97000US0803000,803000,CLEAR CREEK,CLEAR CREEK RE-1,Accredited,540,68,1044,994,974,989,993,959,930,890,896,858,-101,8226,2299,10526,0.34,-10.5,8969,748,80,67710,459,287,342,1087,0.176,0.27133758,0.003496503,0.093240093,0.0736,260,140,228,199,147,114,1736216273,211108.2618
59,908,8,3030,803030,Plateau Valley School District 50,0,PK,12,G5420, ,E,2076607791,8573518,39.2189855,-107.9100166,2.865869104,0.21742582,97000US0803030,803030,PLATEAU VALLEY,PLATEAU VALLEY 50,Improvement,1990,45,479,510,489,471,489,508,450,459,452,437,-71,8607,790,9397,N/A,-14,2262,487,87,57850,109,76,115,301,0.2494,0.278301887,0.013729977,0.077803204,0.289,0,80,0,109,-4,115,3476740316,349891.4281
60,909,8,3060,803060,Colorado Springs School District 11,0,PK,12,G5420, ,E,185979581,470959,38.8716965,-104.7965789,0.825807502,0.019353164,97000US0803060,803060,COLORADO SPRINGS,COLORADO SPRINGS 11,Improvement,1010,48,29518,29271,29641,29459,29509,28993,28404,28332,27937,27911,-1082,7555,1142,8697,0.37,-3.7,233078,34852,6735,47907,16484,8495,11011,35990,0.4831,0.600954304,0.078105406,0.092365017,0.1871,8553,2439,3808,7931,6056,7203,308035978.9,103991.134
61,910,8,3090,803090,Montezuma-Cortez School District RE-1,0,PK,12,G5420, ,E,3384391311,3607280,37.254752,-108.7522496,3.272738675,0.344191177,97000US0803090,803090,MONTEZUMA,MONTEZUMA-CORTEZ RE-1,Improvement,2035,42,3028,3085,2946,2929,2830,2753,2837,2787,2782,2822,69,7408,0,7408,N/A,2.5,18259,3600,922,42673,1370,779,979,3127,0.505,0.676567657,0.055634302,0.11977321,0.2949,98,18,0,1272,761,979,5359953512,404163.6033
62,911,8,3120,803120,Cotopaxi School District RE-3,0,PK,12,G5420, ,E,1324446914,15955,38.4059859,-105.6680308,1.848587167,0.136632804,97000US0803120,803120,COTOPAXI,COTOPAXI RE-3,Accredited,1160,67,273,235,224,222,205,220,211,221,203,200,-20,12364,0,12364,N/A,-9.1,2757,252,15,39160,128,96,128,352,0.11,0.513368984,0,0.125,0.0426,0,49,71,128,47,57,2161111084,231918.9758
63,912,8,3150,803150,Creede Consolidated School District 1,0,PK,12,G5420, ,E,2268152612,5222161,37.6514834,-106.9323033,2.045066487,0.232168541,97000US0803150,803150,CREEDE,CREEDE SCHOOL DISTRICT,Distinction,2010,77,123,115,101,92,81,78,80,77,84,81,3,15362,868,16231,N/A,3.8,733,56,0,48125,24,15,12,51,0.0988,0.62962963,0,0.061728395,0,30,23,28,-6,-8,-16,3634702484,263045.3889
64,913,8,3180,803180,Cripple Creek-Victor School District RE-1,0,PK,12,G5420, ,E,691870240,3006571,38.7648886,-105.1446164,1.279044114,0.072011956,97000US0803180,803180,CRIPPLE CREEK,CRIPPLE CREEK-VICTOR RE-1,Improvement,3010,46,513,459,469,441,404,377,379,384,357,374,-3,10443,1685,12127,N/A,-0.8,5110,415,59,51906,220,101,253,573,0.1417,0.700581395,0.005347594,0.117647059,0.103,0,0,98,220,101,155,1144331450,157776.6313
65,914,8,3210,803210,Crowley County School District RE-1-J,0,PK,12,G5420, ,E,1954868625,31770405,38.3466345,-103.7496089,2.088255763,0.204737739,97000US0803210,803210,CROWLEY,CROWLEY COUNTY RE-1-J,Improvement,770,56,503,486,495,493,479,446,448,437,445,437,-9,8453,0,8453,N/A,-2,4148,1370,374,30493,482,266,203,950,0.5744,0.729977117,0.004576659,0.116704805,0.3937,0,0,125,482,266,78,3235100404,265498.6387
66,915,8,3240,803240,De Beque School District 49-JT,0,PK,12,G5420, ,E,2999986640,2524693,39.4805592,-108.5961659,3.21224266,0.314340697,97000US0803240,803240,DEBEQUE,DE BEQUE 49JT,Accredited,1980,60,155,164,160,136,125,135,146,151,149,190,55,13044,32,13077,N/A,40.7,761,75,25,46071,68,26,52,146,0.1,0.456140351,0.010526316,0.084210526,0.1712,0,27,0,68,-1,52,5047059678,392013.2365
67,916,8,3270,803270,Deer Trail School District 26J,0,PK,12,G5420, ,E,929501921,6080125,39.6868575,-103.8942514,1.455241514,0.098218112,97000US0803270,803270,DEER TRAIL,DEER TRAIL 26J,Improvement,170,45,177,172,165,167,178,185,176,184,189,196,11,13769,36,13805,N/A,5.9,886,118,17,44444,75,35,33,143,0.2857,0.552325581,0.163265306,0.209183673,0.1189,0,0,61,75,35,-28,1581405501,179379.5098
68,917,8,3300,803300,Del Norte School District C-7,0,KG,12,G5420, ,E,1521951506,437179,37.6185218,-106.4905693,1.952107758,0.155325593,97000US0803300,803300,DEL NORTE,DEL NORTE C-7,Improvement,2730,52,591,565,597,567,522,475,443,417,426,440,-35,8626,1897,10523,N/A,-7.4,4227,875,199,35965,298,159,181,638,0.5727,0.536363636,0.034090909,0.084090909,0.3119,0,0,146,298,159,35,2429353095,243761.0483
69,918,8,3330,803330,Delta County School District 50J,0,PK,12,G5420, ,E,4543875225,20944292,38.8396543,-107.8212269,4.410423047,0.473620137,97000US0803330,803330,DELTA,DELTA COUNTY 50(J),Accredited,870,59,5439,5510,5337,5301,5284,5355,5062,5075,4984,5011,-344,7435,0,7435,N/A,-6.4,29550,4723,1102,42709,2247,1216,1469,4932,0.269,0.565032888,0.056874875,0.13430453,0.2234,1668,1023,1368,579,193,101,7535199374,550200.9443
70,919,8,3360,803360,Denver County School District 1,0,PK,12,G5420, ,E,397136421,4225831,39.7618502,-104.8811054,2.745285949,0.042186102,97000US0803360,803360,DENVER,DENVER COUNTY 1,Improvement,880,54,73053,74176,77255,78317,80890,83377,86043,88839,90234,91132,7755,7918,1445,9362,0.84,9.3,636923,110299,24016,53637,46715,20284,24177,91177,0.7668,0.678055236,0.336303384,0.105967169,0.2634,33961,14475,13692,12754,5809,10485,680068168.5,341632.4357
71,920,8,3390,803390,Dolores School District RE-4A,0,PK,12,G5420, ,E,951670374,21825229,37.5591767,-108.280395,2.070667055,0.099257655,97000US0803390,803390,DOLORES-MONTEZUMA,DOLORES RE-4A,Improvement,2055,47,734,735,710,689,722,784,775,796,790,733,-51,8127,560,8687,N/A,-6.5,3567,419,64,50282,251,118,169,539,0.2401,0.3632287,0.020463847,0.090040928,0.1187,0,0,165,251,118,4,1551350792,245769.5041
72,921,8,3420,803420,Dolores County School District RE-2,0,PK,12,G5420, ,E,3394306380,2716141,37.7822083,-108.5816994,3.684682118,0.347514624,97000US0803420,803420,DOLORES,DOLORES COUNTY RE NO.2,Insufficient State Data: Low Participation,890,62,293,293,291,309,293,288,293,269,283,273,-15,10143,0,10143,N/A,-5.2,1998,433,61,31583,182,74,61,316,0.0989,0.593495935,0,0.120879121,0.193,0,0,65,182,74,-4,5449954011,451112.1478
73,922,8,3450,803450,Douglas County School District RE-1,0,PK,12,G5420, ,E,2242757918,6758463,39.3383105,-104.9069045,2.431144046,0.235021046,97000US0803450,803450,DOUGLAS,DOUGLAS COUNTY RE 1,Accredited,900,67,52983,58723,59932,61465,63114,64657,66230,66702,66896,67470,2813,7389,527,7916,1.02,4.4,308270,12110,3000,103116,32259,16110,20566,68935,0.257,0.118668861,0.052942048,0.102993923,0.0435,26002,11783,18585,6257,4327,1981,3765490656,297354.2448
74,923,8,3480,803480,Durango School District 9-R,0,PK,12,G5420, ,E,2794642490,10676739,37.2673798,-107.978434,3.006938923,0.284990637,97000US0803480,803480,DURANGO,DURANGO 9-R,Accredited,1520,66,4820,4839,4697,4675,4537,4575,4659,4564,4697,5053,478,7522,1645,9167,N/A,10.4,37862,4236,656,59632,2562,1257,1676,5495,0.2925,0.331971399,0.047892341,0.096774194,0.1194,1600,458,1075,962,799,601,4437893962,369514.4046
75,924,8,3510,803510,Eads School District RE-1,0,PK,12,G5420, ,E,3206075002,44324358,38.4252084,-102.9451714,2.870816392,0.335347044,97000US0803510,803510,EADS,EADS RE-1,Distinction,1430,76,192,202,189,187,185,180,181,175,171,192,12,12474,0,12474,N/A,6.7,1110,149,22,40341,70,29,64,163,0.1354,0.380681818,0,0.09375,0.135,96,46,50,-26,-17,14,5304800721,340938.0308
76,925,8,3540,803540,Eagle County School District RE 50,0,PK,12,G5420, ,E,5135395154,23397782,39.7172809,-106.8127214,4.428385616,0.541806897,97000US0803540,803540,EAGLE,EAGLE COUNTY RE 50,Accredited,910,61,5679,6007,6244,6181,6344,6408,6520,6713,6804,6901,493,7938,1222,9160,1.01,7.7,44153,4435,817,71483,4059,1406,1997,7462,0.5548,0.41083283,0.317635125,0.108245182,0.1095,2988,1509,1872,1071,-103,125,8728082049,553562.2702
77,926,8,3600,803600,Eaton School District RE-2,0,PK,12,G5420, ,E,592207982,4057713,40.5631659,-104.593698,1.943260673,0.063417619,97000US0803600,803600,EATON,EATON RE-2,Accredited,3085,68,1748,1696,1705,1749,1768,1804,1837,1904,1918,1878,74,7366,631,7997,N/A,4.1,9172,466,146,72860,894,557,693,2143,0.2737,0.327476038,0.062832801,0.076677316,0.0681,380,468,546,514,89,147,1034693782,246261.0147
78,927,8,3630,803630,Edison School District 54-JT,0,KG,12,G5420, ,E,875892907,744248,38.6010817,-104.0877657,1.506284933,0.090648511,97000US0803630,803630,EDISON,EDISON 54 JT,Distinction,1120,79,165,199,305,214,190,185,191,217,216,231,46,12736,0,12736,N/A,24.9,299,37,15,36750,18,18,20,56,0.1039,0.40990991,0,0.077922078,0.2679,52,31,42,-34,-13,-22,1437267738,183828.4865
79,928,8,3690,803690,Elbert School District 200,0,PK,12,G5420, ,E,358218384,0,39.2005793,-104.5134453,1.063484562,0.037353355,97000US0803690,803690,ELBERT,ELBERT 200,Accredited,950,64,252,274,239,230,199,209,198,221,213,213,4,12383,0,12383,N/A,1.9,1342,99,13,80074,86,49,136,272,0.1033,0.29,0,0.117370892,0.0478,84,0,66,2,49,70,597317672.4,130590.8071
80,929,8,3720,803720,Elizabeth School District C-1,0,PK,12,G5420, ,E,417060171,0,39.4099523,-104.572923,1.141981955,0.043617422,97000US0803720,803720,ELIZABETH,ELIZABETH C-1,Accredited,920,64,2963,2817,2737,2636,2656,2703,2621,2545,2481,2535,-168,7549,0,7549,N/A,-6.2,14860,1095,474,89769,1332,766,986,3085,0.1393,0.17840767,0.012623274,0.106114398,0.1536,723,592,693,609,174,293,699578559.6,148549.5647
81,930,8,3750,803750,Ellicott School District 22,0,PK,12,G5420, ,E,610840390,61967,38.792768,-104.4305434,1.428245123,0.063351971,97000US0803750,803750,ELLICOTT,ELLICOTT 22,Accredited,1050,64,959,869,896,1003,1003,1027,955,1072,1050,1043,16,8137,0,8137,N/A,1.6,4266,450,91,54295,453,159,179,791,0.4084,0.673981191,0.138063279,0.137104506,0.115,564,235,244,-111,-76,-65,1007466772,175446.5381
82,931,8,3780,803780,Englewood School District 1,0,PK,12,G5420, ,E,13581902,96638,39.6484452,-104.9918014,0.231437362,0.001435389,97000US0803780,803780,ENGLEWOOD,ENGLEWOOD 1,Priority Improvement,120,37,3427,3298,3124,2992,2954,2981,2835,2866,2854,2775,-206,7960,1480,9440,N/A,-6.9,25793,4336,577,46803,1546,607,640,2794,0.5023,0.676977291,0.125045045,0.133333333,0.2065,427,138,0,1119,469,640,23101368.73,29831.77563
83,932,8,3810,803810,Park School District R-3,0,PK,12,G5420, ,E,1265006559,6510560,40.3847437,-105.5863764,2.070342405,0.134828598,97000US0803810,803810,ESTES PARK,ESTES PARK R-3,Accredited,1570,57,1206,1186,1210,1159,1175,1139,1096,1127,1143,1153,14,8056,1792,9849,N/A,1.2,11404,1326,254,54511,462,208,231,902,0.2992,0.404847397,0.151777971,0.08065915,0.2816,0,274,325,462,-66,-94,2193047652,255071.4408
84,933,8,3840,803840,Park County School District RE-2,0,PK,12,G5420, ,E,4867128577,42398075,39.0512377,-105.7337002,3.602758087,0.510954892,97000US0803840,803840,PARK,PARK COUNTY RE-2,Accredited,2610,61,630,598,605,601,571,581,590,651,617,684,103,8536,1141,9677,0.27,17.7,6613,774,104,50190,336,232,250,818,0.193,0.494233937,0.014619883,0.084795322,0.1271,410,120,127,-74,112,123,8154662057,450799.1205
85,934,8,3870,803870,Falcon School District 49,0,PK,12,G5420, ,E,343723272,96918,38.9505645,-104.606425,1.199084137,0.035727123,97000US0803870,803870,FALCON,FALCON 49,Improvement,1110,48,12783,13616,14398,14708,15063,15478,18880,19552,20561,20834,5356,7286,333,7620,1.00,34.6,80949,5117,1172,77355,8328,4288,5625,18241,0.4201,0.311241161,0.0500144,0.103388692,0.0643,5429,3803,4029,2899,485,1596,569290662.3,151425.7542
86,935,8,3930,803930,Frenchman School District RE-3,0,PK,12,G5420, ,E,852004986,0,40.632474,-102.864039,1.755466432,0.090689709,97000US0803930,803930,FRENCHMAN,FRENCHMAN RE-3,Distinction,1850,76,204,199,188,200,185,202,203,198,205,203,1,12455,101,12557,N/A,0.5,1208,186,40,49514,96,67,58,221,0.1133,0.41011236,0.004926108,0.142857143,0.181,108,44,51,-12,23,7,1480868932,223038.9575
87,936,8,3960,803960,Florence School District RE-2,0,KG,12,G5420, ,E,958098798,1999264,38.3833453,-105.0240817,2.004089377,0.098999545,97000US0803960,803960,FLORENCE,FREMONT RE-2,Improvement,1150,54,1701,1631,1623,1600,1580,1536,1450,1373,1306,1318,-218,7605,258,7863,N/A,-14.2,10534,1690,486,42392,811,547,673,2031,0.217,0.568285281,0.012898331,0.161608498,0.2393,677,0,0,134,547,673,1565184175,257280.754
